title,price,area,location,property_type,publisher,details,main_image,carousel_images
Local en arriendo,"$ 3,800,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PASEO ESPAÑA ASESORIAS INMOBILIARIAS ABOGADOS,1 Ambiente 2 Baños155 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/d18a311f-a5cd-4d11-967c-efe1b58dd34a/photos/d18a311f-a5cd-4d11-967c-efe1b58dd34a_1_True_b6eed2d1-5cdf-4455-908b-0f2228fb74a5.jpg,[]
Oficina en arriendo,"$ 4,490,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Century 21 Habitat,4 Ambientes 2 Baños282 m²,https://cdn2.infocasas.com.uy/repo/img/67094756118da_infocdn__66590673112b6jpg.jpg,[]
Oficina en arriendo,"$ 8,850,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,AGENTE INMOBILIARIO EDISON LOPEZ,1 Ambiente 6 Baños142 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/1a6a02e9-61ce-434c-99ca-2d7a244f7e53/photos/1a6a02e9-61ce-434c-99ca-2d7a244f7e53_16_False_21b9566e-62e2-4d1d-9674-6d8f3a18af96.jpg,[]
Oficina en arriendo,"$ 20,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,ESPACIOS ABIERTOS,6 Baños328 m²,https://cdn2.infocasas.com.uy/repo/img/66d63206e8583_infocdn__de09e2c6-57a5-4b18-8cc5-f6124f2c6ad8,[]
Oficina en  Arriendo,"$ 14,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Gestora Inmobiliaria GESA S.A.,2 Baños358 m²,https://cdn2.infocasas.com.uy/repo/img/66dbd02ece552_infocdn__20ff7a4b-c5ec-4dad-9cb3-661fd4ca0c72,[]
Local en  Arriendo,"$ 4,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Altruista Servicio Inmobiliario,2 Baños70 m²,https://cdn2.infocasas.com.uy/repo/img/66b1acd26482c_infocdn__kkmgnrwj1b5vpdaqgbgqq8elp18hv5lwmsp7to2sjpg,[]
Oficina en  Arriendo,"$ 2,350,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Areas Y Espacios Inmobiliarios,40 m²,https://cdn2.infocasas.com.uy/repo/img/66db5782d2a37_infocdn__c6bf6dc2-d0e8-416c-8953-6c361ae1327d,[]
Bodega en arriendo,"$ 79,999,100",No disponible,"Bogotá, Bogotá, d.c.",No disponible,DIAGONAL 2 S.A.S,1 Habs. 2374 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/67370ca2-15cb-47c9-95c6-97bc3a7ab497/photos/67370ca2-15cb-47c9-95c6-97bc3a7ab497_1_True_c533ab47-70e8-4aa7-9561-88aa9a598a65.jpg,[]
Local en arriendo,"$ 1,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Consorcio Inmobiliario A&R Ltda,1 Ambiente 1 Baño20 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/bebc40b5-336f-4239-81f0-e0b045c6e382/photos/bebc40b5-336f-4239-81f0-e0b045c6e382_1_True_06c52f45-d320-4668-8462-5ea24de6e298.jpg,[]
Oficina en  Arriendo,"$ 2,600,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,CASA BROK3RS INMOBILIARIA,1 Ambiente 1 Baño51 m²,https://cdn2.infocasas.com.uy/repo/img/66d642f7f316c_infocdn__gr65890120220304104258jpg.jpg,[]
Local en  Arriendo,"$ 7,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,KASAGANAAN Organización Inmobiliaria,2 Ambientes 3 Baños160 m²,https://cdn2.infocasas.com.uy/repo/img/66f6e4d193246_infocdn__nb1jcoqrtpprajrrwua71vq5yrjzrhgcpltpys8sjpg.jpg,[]
Bodega en arriendo,"$ 5,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,PASEO ESPAÑA ASESORIAS INMOBILIARIAS ABOGADOS,1 Habs. 2 Baños140 m²,https://cdn2.infocasas.com.uy/repo/img/66bf736eeffac_infocdn__ftnhfuh8tywm1oww0b8egar4izx4ta06zf1znx7sjpg,[]
Local en  Arriendo,"$ 900,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA SALGUERO SAS,1 Baño22 m²,https://cdn2.infocasas.com.uy/repo/img/66df700d70c8c_infocdn__3fxqsnwx528vvucqgheuur3qawfulfizrriakl20jpg.jpg,[]
Local en  Arriendo,"$ 2,300,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MI PLACE INMOBILIARIA SAS,1 Baño35 m²,https://cdn2.infocasas.com.uy/repo/img/66e21da4d529a_infocdn__vofq7zxsblmvroqmh06xmdkd6aa9e5xbf4pawe4gjpg.jpg,[]
Oficina en arriendo,"$ 1,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Soluciones Integrales SAS,1 Baño36 m²,https://cdn2.infocasas.com.uy/repo/img/66eb7a47609da_infocdn__gr-16-1720111536-0023-9609jpg.jpg,[]
Bodega en arriendo,"$ 8,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,AL INMOBILIARIA ASESORES,1 Habs. 4 Baños540 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/268a9822-6a29-4791-8e5b-37ecac6e869a/photos/268a9822-6a29-4791-8e5b-37ecac6e869a_1_True_e63e65d1-a743-41fd-99ec-fcdf5b8fc07e.jpg,[]
Oficina en arriendo,"$ 18,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Clave Soluciones Inmobiliarias,1 Ambiente 2 Baños192 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/e70cd694-31f8-4787-8ac1-9f8a07e10e3d/photos/e70cd694-31f8-4787-8ac1-9f8a07e10e3d_11_False_c1fd6df9-6fc7-4033-ad18-aadd9f6d63a5.jpg,[]
Oficina en arriendo,"$ 4,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Century 21 Habitat,3 Ambientes 120 m²,https://cdn2.infocasas.com.uy/repo/img/66f1c15926a34_infocdn__64d16d938d57ajpg.jpg,[]
Local en  Arriendo,"$ 3,200,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Copt,1 Baño110 m²,https://cdn2.infocasas.com.uy/repo/img/668dc61eebfdb_infocdn__qn1vtjcfj6yvjys7rwdxwzboh2qd7pncdocmc9kcwebp,[]
Local en  Arriendo,"$ 8,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,G&M GRUPO INMOBILIARIO SAS,2 Baños350 m²,https://cdn2.infocasas.com.uy/repo/img/67055a3dbe3f1_infocdn__c46d8f70-6879-4545-b835-09faea25ecfc,[]
Oficina en arriendo,"$ 4,900,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Clave Soluciones Inmobiliarias,1 Ambiente 1 Baño110 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2023/4/13/85042223.jpg,[]
Oficina en  Arriendo,"$ 6,895,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Acevedo & Cia S.A.S  - Asesores Inmobiliarios,2 Baños453 m²,https://cdn2.infocasas.com.uy/repo/img/66c7c88ca7cb6_infocdn__5306df88-c9c1-45ae-98f3-6c3e7c0367e7jpg,[]
Bodega en  Arriendo,"$ 11,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,LUXUS HAUS ESPECIALISTAS INMOBILIARIOS,3 Baños377 m²,https://cdn2.infocasas.com.uy/repo/img/66bb9d6dc6932_infocdn__gsv4nfecvwvkn2g877hgrvfat52w19qzfja9l0kvjpg,[]
Bodega en  Arriendo,"$ 10,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,COMERCIAL GRUPO INMOBILIARIO MP,2 Baños320 m²,https://cdn2.infocasas.com.uy/repo/img/6706dd069506f_infocdn__gr60047120240905011210jpeg.jpeg,[]
Oficina en  Arriendo,"$ 4,950,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria MG,1 Ambiente 2 Baños135 m²,https://cdn2.infocasas.com.uy/repo/img/66e9d13dbaa08_infocdn__gr433821820240916025047jpg.jpg,[]
Oficina en  Arriendo,"$ 23,700,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,DIAGONAL 2 S.A.S,2 Baños316 m²,https://cdn2.infocasas.com.uy/repo/img/66d1e8d01d098_infocdn__1unit&id=123-2024-06-12t17-40-20172634501jpg.JPG,[]
Oficina en arriendo,"$ 2,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Ambientti Constructora Inmobiliaria,1 Ambiente 1 Baño54 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/d2722e9f-8e51-44d0-b754-86423a022821/photos/d2722e9f-8e51-44d0-b754-86423a022821_1_True_b1986ab1-5e16-4cf8-93b4-f8bea3d5d206.jpg,[]
Consultorio en  Arriendo,"$ 3,350,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA SALGUERO SAS,2 Ambientes 1 Baño28 m²,https://cdn2.infocasas.com.uy/repo/img/66feac9eab958_infocdn__opkfxlo6nkdzygonksj4bnpkbh1660zokz3xoqyejpg.jpg,[]
Oficina en  Arriendo,"$ 30,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INTERNATIONAL BROKERS COLOMBIA SAS,6 Baños541.8 m²,https://cdn2.infocasas.com.uy/repo/img/66bb8745b7785_infocdn__mpjgytpei2wzxzwvki4mqgxmr5qnlgxmbm1zuxcipng,[]
Bodega en  Arriendo,"$ 52,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,CORPORATE REAL ESTATE,8 Baños2100 m²,https://cdn2.infocasas.com.uy/repo/img/66fcd48db5f0d_infocdn__a238e4ca-07a6-4b4c-9344-8f8acce2169e,[]
Bodega en  Arriendo,"$ 311,466,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,CORPORATE REAL ESTATE,13542 m²,https://cdn2.infocasas.com.uy/repo/img/66c821e689230_infocdn__9ea72111-8a8e-4124-927e-693fbcccc176,[]
Bodega en arriendo,"$ 39,900,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,CORPORATE REAL ESTATE,1 Habs. 10 Baños2550 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/be5d9340-c65e-4b4a-bd28-f934325fd809/photos/be5d9340-c65e-4b4a-bd28-f934325fd809_0_True_e935a1a9-7e27-4e02-b504-b427ef50e0d0.jpg,[]
Bodega en arriendo,"$ 51,600,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,CORPORATE REAL ESTATE,1 Habs. 9 Baños2800 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/e1c61dc6-7085-4a37-a0d7-40ccbe21e25d/photos/e1c61dc6-7085-4a37-a0d7-40ccbe21e25d_0_True_4cc346fc-327b-4b00-844c-f68a360ec41c.jpeg,[]
Bodega en  Arriendo,"$ 10,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,3 Baños450 m²,https://cdn2.infocasas.com.uy/repo/img/67067ea924aec_infocdn__da207e6f-6e6f-4c79-9ffa-5f13951643d2,[]
Bodega en  Arriendo,"$ 26,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,CORPORATE REAL ESTATE,8 Baños1150 m²,https://cdn2.infocasas.com.uy/repo/img/66fcd396bb37e_infocdn__21c1bd52-dcdf-4d2b-915f-42ba3511ed61,[]
Oficina en arriendo,"$ 433,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños30 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2020/12/4/2762454_636_18.jpg,[]
Oficina en  Arriendo,"$ 2,700,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MOSQUERA & ZULUAGA GRUPO INMOBILIARIO SAS,1 Baño45 m²,https://cdn2.infocasas.com.uy/repo/img/66cc84525c276_infocdn__qmdux8jg087urbrzegxby041ldyrq2i1ut2lxfjijpg,[]
Bodega en arriendo,"$ 52,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,CORPORATE REAL ESTATE,1 Habs. 3030 m²,https://pictures.domus.la/inmobiliaria_963/126_0_69735172.jpg,[]
Local en  Arriendo,"$ 6,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,1 Baño85 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc57fc226e_infocdn__61ea1907-d13e-4ba2-a125-5ff0a98e1b4f,[]
Oficina en arriendo,"$ 3,125,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 100 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2023/3/19/3665786_227_10.jpg,[]
Bodega en  Arriendo,"$ 108,343,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,CORPORATE REAL ESTATE,4514 m²,https://cdn2.infocasas.com.uy/repo/img/66c7b303ce8ce_infocdn__240f0c25-810c-4b53-bd71-edacbf0724e3,[]
Oficina en arriendo,"$ 651,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Regus Colombia Ltda,1 Ambiente 3 Baños30 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2020/12/3/2761099_156_15.jpg,[]
Local en arriendo,"$ 22,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,ANGELA MORENO,1 Ambiente 2 Baños480 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/7816923a-3f0b-440f-bc9b-f61f4f2aa191/photos/7816923a-3f0b-440f-bc9b-f61f4f2aa191_3_False_0dc1c11f-b50b-4f7c-b733-dd53d9cf188e.jpeg,[]
Bodega en  Arriendo,"$ 7,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,1 Baño249 m²,https://cdn2.infocasas.com.uy/repo/img/670982e31782d_infocdn__36f8d61c-0d8e-479a-8a04-4630c3c349c0,[]
Bodega en arriendo,"$ 47,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,CORPORATE REAL ESTATE,1 Habs. 1900 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/1d5c54a6-8e56-4dc3-8d3f-b3b75ef275f9/photos/1d5c54a6-8e56-4dc3-8d3f-b3b75ef275f9_0_True_34201c50-2995-45a9-acd3-232feaf3db08.jpg,[]
Oficina en  Arriendo,"$ 26,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño208 m²,https://cdn2.infocasas.com.uy/repo/img/67005f9945e35_infocdn__97b4bf7a-b31f-4387-95e9-fe08fc6b25b5,[]
Local en  Arriendo,"$ 12,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño375 m²,https://cdn2.infocasas.com.uy/repo/img/66e992978add3_infocdn__c2f35ffc-601c-4d86-bb9d-4bbf45039d4e,[]
Oficina en  Arriendo,"$ 13,422,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,268 m²,https://cdn2.infocasas.com.uy/repo/img/66d60e418e057_infocdn__82da9877-0dda-42df-8b3f-af6201d87112,[]
Oficina en  Arriendo,"$ 11,160,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,3 Baños178 m²,https://cdn2.infocasas.com.uy/repo/img/670406def20ab_infocdn__0f903f4b-1c23-4cb1-a8f3-394a105481f8,[]
Local en  Arriendo,"$ 6,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,4 Ambientes 3 Baños203 m²,https://cdn2.infocasas.com.uy/repo/img/66ec515133cda_infocdn__6946-1-1726761235jpg.jpg,[]
Oficina en  Arriendo,"$ 4,100,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño77 m²,https://cdn2.infocasas.com.uy/repo/img/66ed7db8f0799_infocdn__4e32cd5e-e75b-4004-b365-6d8fbe7d7a86,[]
Oficina en  Arriendo,"$ 8,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,4 Baños307 m²,https://cdn2.infocasas.com.uy/repo/img/66e89f0af2b34_infocdn__ebdb50d6-8f94-4a61-be85-f998813bb01d,[]
Oficina en  Arriendo,"$ 11,400,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,190 m²,https://cdn2.infocasas.com.uy/repo/img/66e4541c65abe_infocdn__808f3a2b-f461-4636-aa2d-ad0a79ca0d5c,[]
Bodega en arriendo,"$ 27,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Nec Otium,1 Habs. 5 Baños1000 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/65770d4a-aa06-42d2-ac6f-18984e2893df/photos/65770d4a-aa06-42d2-ac6f-18984e2893df_1_True_a4bc9f3b-e333-4afe-8ec9-9eeb88947587.jpg,[]
Local en  Arriendo,"$ 3,600,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño66 m²,https://cdn2.infocasas.com.uy/repo/img/66ec35985de16_infocdn__7b54cd7b-3e8f-4a6f-803e-32e3ce012f43,[]
Oficina en arriendo,"$ 11,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 4 Baños135 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/e37a2c03-7591-4a56-86f8-8c6fe7799f1c/photos/e37a2c03-7591-4a56-86f8-8c6fe7799f1c_1_True_0aa2fb5e-b327-47ef-8d5e-723f76894681.jpg,[]
Oficina en  Arriendo,"$ 6,562,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,63 m²,https://cdn2.infocasas.com.uy/repo/img/66e3463f61305_infocdn__ec769caf-08c2-441e-82ac-5ac91d949cdb,[]
Oficina en  Arriendo,"$ 67,375,700",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños962 m²,https://cdn2.infocasas.com.uy/repo/img/66e45166f35d8_infocdn__13877749-711c-4bba-9d4c-5a25a4e33186,[]
Local en  Arriendo,"$ 27,465,700",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,910 m²,https://cdn2.infocasas.com.uy/repo/img/66e9961598fb2_infocdn__64dce57d-21ed-4f09-8de2-4dad5411de3a,[]
Local en  Arriendo,"$ 4,600,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,38 m²,https://cdn2.infocasas.com.uy/repo/img/66e34979afa71_infocdn__2828db48-2a87-49ba-be5d-16bf8f5c60b1,[]
Local en arriendo,"$ 15,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Profesional,1 Ambiente 3 Baños400 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/f9ef4f00-ab61-4b37-8e0d-e10b715079ae/photos/f9ef4f00-ab61-4b37-8e0d-e10b715079ae_1_True_65ff5c91-db06-4321-be13-863ed65d400e.jpg,[]
Oficina en arriendo,"$ 2,750,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 1 Baño70 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/a6de531f-a173-4a05-999b-0c31c3ecea02/photos/a6de531f-a173-4a05-999b-0c31c3ecea02_1_True_83078a08-020d-4ad3-83a0-cb64e52f7616.jpg,[]
Oficina en arriendo,"$ 20,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INTERNATIONAL BROKERS COLOMBIA SAS,1 Ambiente 313 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/149f5542-4016-4df4-9dad-5fe12583da47/photos/149f5542-4016-4df4-9dad-5fe12583da47_1_True_2ff605df-bf35-4af3-b413-2eef796bc474.jpeg,[]
Local en  Arriendo,"$ 17,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,2 Baños200 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc3596acb8_infocdn__d7fefe4e-efee-4e5c-8762-02bf953eda4c,[]
Oficina en arriendo,"$ 16,003,900",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 301 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/7a7335a8-08b7-4a10-9559-236e7d0c4821/photos/7a7335a8-08b7-4a10-9559-236e7d0c4821_1_True_a84de713-0c45-4a4c-a7ad-452544f916e6.jpg,[]
Oficina en  Arriendo,"$ 3,400,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Redinmuebles,111 m²,https://cdn2.infocasas.com.uy/repo/img/66ffd8d71037b_infocdn__52304-1-1727318288jpg.jpg,[]
Local en  Arriendo,"$ 1,800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MAFE HOME,60 m²,https://cdn2.infocasas.com.uy/repo/img/66d1210d36597_infocdn__iado5kjv8rfusgzdbla9wvplmtubc0xtkefttqfspng.png,[]
Local en  Arriendo,"$ 2,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño77 m²,https://cdn2.infocasas.com.uy/repo/img/66fd4e6fce1af_infocdn__f13524b0-bd19-45a2-8ae2-735df025cb24,[]
Oficina en  Arriendo,"$ 2,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño46 m²,https://cdn2.infocasas.com.uy/repo/img/66e89c86593cb_infocdn__22eb5c80-13b1-420c-bea4-45e7ecf1e7a9,[]
Oficina en  Arriendo,"$ 28,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Redinmuebles,4 Baños600 m²,https://cdn2.infocasas.com.uy/repo/img/66da2812307a1_infocdn__52022-1-1725571369jpg.jpg,[]
Oficina en  Arriendo,"$ 12,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,MEGAGESTIÓN,5 Ambientes 4 Baños350 m²,https://cdn2.infocasas.com.uy/repo/img/66f30ca91dc98_infocdn__387ud6gwf4807v0ijrx83neur1u3fhjqmwkojpyvjpg.jpg,[]
Bodega en arriendo,"$ 7,700,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Profesional,1 Habs. 1 Baño300 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/15a885c7-ef63-407d-856e-88d53f5a4b5b/photos/15a885c7-ef63-407d-856e-88d53f5a4b5b_1_True_396bbe7c-ed31-49e7-a715-f3e7e199d37d.jpg,[]
Oficina en arriendo,"$ 1,450,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BRIKSS SAS,1 Ambiente 16 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/55c2f62f-9145-443c-8d08-fdae9cff5ae5/photos/55c2f62f-9145-443c-8d08-fdae9cff5ae5_1_True_dd77c87a-77f9-48f0-b367-6b0ebc1f78c3.jpg,[]
Local en arriendo,"$ 60,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INTERNATIONAL BROKERS COLOMBIA SAS,1 Ambiente 1 Baño1060 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/f5ce40e5-b1da-435e-824a-d0b54931371d/photos/f5ce40e5-b1da-435e-824a-d0b54931371d_1_True_df8edd57-084c-4954-893f-b7c8fdf324e0.png,[]
Bodega en  Arriendo,"$ 13,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INMOBILIARIA PREMIUM,4 Baños650 m²,https://cdn2.infocasas.com.uy/repo/img/66dbc54eb071d_infocdn__196147d9-0e6c-4222-93fe-aa536c35943d,[]
Bodega en arriendo,"$ 39,416,500",No disponible,"Bogotá, Bogotá, d.c.",No disponible,BIENES CORPORATIVOS AC SAS,1 Habs. 2543 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/3a194a00-e4ac-43d4-a5c9-3c7d4e7edfb7/photos/3a194a00-e4ac-43d4-a5c9-3c7d4e7edfb7_0_True_1f9fee81-03f7-4805-a5f7-dd43724297bf.jpg,[]
Local en  Arriendo,"$ 900,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,8 m²,https://cdn2.infocasas.com.uy/repo/img/6709335491fe4_infocdn__41ef04cb-9417-4b71-bc86-6eeab78ae1b3,[]
Local en  Arriendo,"$ 5,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,2 Baños111 m²,https://cdn2.infocasas.com.uy/repo/img/66e991d1b9b23_infocdn__fdfc69af-7f57-4bd6-8b04-1d242fa48643,[]
Oficina en  Arriendo,"$ 13,132,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,268 m²,https://cdn2.infocasas.com.uy/repo/img/66f45e0b68ffd_infocdn__79415020-ba51-4f78-8f61-b5846b77f7c3,[]
Oficina en arriendo,"$ 3,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliaria Profesional,1 Ambiente 2 Baños100 m²,https://s3.amazonaws.com/imagenesprof.fincaraiz.com.co/OVFR_COL/2023/3/16/4163327_343_8secondAd.jpg,[]
Consultorio en  Arriendo,"$ 15,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,5 Baños530 m²,https://cdn2.infocasas.com.uy/repo/img/6704128bc5cb0_infocdn__7beab288-3357-450f-85e0-0173ee011a65,[]
Bodega en  Arriendo,"$ 6,500,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,NUESTRA CASA IN,3 Baños370 m²,https://cdn2.infocasas.com.uy/repo/img/66759339224c5_infocdn__bafcalqxvpem6iwxwy3wgfbqnszk7et20zglznl6jpg,[]
Local en arriendo,"$ 6,800,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,INTERNATIONAL BROKERS COLOMBIA SAS,1 Ambiente 1 Baño132 m²,https://d3s5pkt10pk3ga.cloudfront.net/resizedImages/original/site/fincaraiz_service/media/listing/7b8aa63b-0ce9-4c8e-8f21-638042ea6621/photos/7b8aa63b-0ce9-4c8e-8f21-638042ea6621_1_True_7a688927-c68f-4d16-8337-1e925d908dd1.jpg,[]
Oficina en  Arriendo,"$ 7,000,000",No disponible,"Bogotá, Bogotá, d.c.",No disponible,Inmobiliare - Julio Corredor desde 1960,1 Baño153 m²,https://cdn2.infocasas.com.uy/repo/img/66f411c213d28_infocdn__6ede0621-865d-4fa7-8b57-3c75d56ef257,[]
